latitude,longitude,conductivity,color
26.87505249191919,68.04659369393939,441.0,orange
26.87505249191919,68.04660111717172,441.0,orange
26.87505249191919,68.04660854040404,441.0,orange
26.87505948383838,68.04659369393939,441.0,orange
26.87505948383838,68.04660111717172,441.0,orange
26.87505948383838,68.04660854040404,441.0,orange
26.87505948383838,68.04661596363636,441.0,orange
26.87505948383838,68.04662338686869,441.0,orange
26.87505948383838,68.04663081010101,441.0,orange
26.875066475757574,68.04658627070707,441.0,orange
26.875066475757574,68.04659369393939,441.0,orange
26.875066475757574,68.04660111717172,441.0,orange
26.875066475757574,68.04660854040404,441.0,orange
26.875066475757574,68.04661596363636,441.0,orange
26.875066475757574,68.04662338686869,441.0,orange
26.875066475757574,68.04663081010101,441.0,orange
26.875066475757574,68.04663823333333,441.0,orange
26.875066475757574,68.04664565656566,441.0,orange
26.875073467676767,68.04657884747475,441.0,orange
26.875073467676767,68.04658627070707,441.0,orange
26.875073467676767,68.04659369393939,441.0,orange
26.875073467676767,68.04660111717172,441.0,orange
26.875073467676767,68.04660854040404,441.0,orange
26.875073467676767,68.04661596363636,441.0,orange
26.875073467676767,68.04662338686869,441.0,orange
26.875073467676767,68.04663081010101,441.0,orange
26.875073467676767,68.04663823333333,441.0,orange
26.875073467676767,68.04664565656566,441.0,orange
26.875073467676767,68.04665307979798,418.0,orange
26.875073467676767,68.0466605030303,418.0,orange
26.875073467676767,68.04666792626263,418.0,orange
26.87508045959596,68.04657884747475,441.0,orange
26.87508045959596,68.04658627070707,441.0,orange
26.87508045959596,68.04659369393939,441.0,orange
26.87508045959596,68.04660111717172,441.0,orange
26.87508045959596,68.04660854040404,441.0,orange
26.87508045959596,68.04661596363636,441.0,orange
26.87508045959596,68.04662338686869,441.0,orange
26.87508045959596,68.04663081010101,441.0,orange
26.87508045959596,68.04663823333333,441.0,orange
26.87508045959596,68.04664565656566,418.0,orange
26.87508045959596,68.04665307979798,418.0,orange
26.87508045959596,68.0466605030303,418.0,orange
26.87508045959596,68.04666792626263,418.0,orange
26.87508045959596,68.04667534949495,418.0,orange
26.87508045959596,68.04668277272727,418.0,orange
26.87508745151515,68.04657142424242,441.0,orange
26.87508745151515,68.04657884747475,441.0,orange
26.87508745151515,68.04658627070707,441.0,orange
26.87508745151515,68.04659369393939,441.0,orange
26.87508745151515,68.04660111717172,441.0,orange
26.87508745151515,68.04660854040404,441.0,orange
26.87508745151515,68.04661596363636,441.0,orange
26.87508745151515,68.04662338686869,441.0,orange
26.87508745151515,68.04663081010101,441.0,orange
26.87508745151515,68.04663823333333,441.0,orange
26.87508745151515,68.04664565656566,418.0,orange
26.87508745151515,68.04665307979798,418.0,orange
26.87508745151515,68.0466605030303,418.0,orange
26.87508745151515,68.04666792626263,418.0,orange
26.87508745151515,68.04667534949495,418.0,orange
26.87508745151515,68.04668277272727,418.0,orange
26.87508745151515,68.0466901959596,418.0,orange
26.87508745151515,68.04669761919192,418.0,orange
26.875094443434342,68.0465640010101,441.0,orange
26.875094443434342,68.04657142424242,441.0,orange
26.875094443434342,68.04657884747475,441.0,orange
26.875094443434342,68.04658627070707,441.0,orange
26.875094443434342,68.04659369393939,441.0,orange
26.875094443434342,68.04660111717172,441.0,orange
26.875094443434342,68.04660854040404,441.0,orange
26.875094443434342,68.04661596363636,441.0,orange
26.875094443434342,68.04662338686869,441.0,orange
26.875094443434342,68.04663081010101,441.0,orange
26.875094443434342,68.04663823333333,418.0,orange
26.875094443434342,68.04664565656566,418.0,orange
26.875094443434342,68.04665307979798,418.0,orange
26.875094443434342,68.0466605030303,418.0,orange
26.875094443434342,68.04666792626263,418.0,orange
26.875094443434342,68.04667534949495,418.0,orange
26.875094443434342,68.04668277272727,418.0,orange
26.875094443434342,68.0466901959596,418.0,orange
26.875094443434342,68.04669761919192,418.0,orange
26.875094443434342,68.04670504242424,418.0,orange
26.875101435353535,68.0465640010101,441.0,orange
26.875101435353535,68.04657142424242,441.0,orange
26.875101435353535,68.04657884747475,441.0,orange
26.875101435353535,68.04658627070707,441.0,orange
26.875101435353535,68.04659369393939,441.0,orange
26.875101435353535,68.04660111717172,441.0,orange
26.875101435353535,68.04660854040404,441.0,orange
26.875101435353535,68.04661596363636,441.0,orange
26.875101435353535,68.04662338686869,441.0,orange
26.875101435353535,68.04663081010101,441.0,orange
26.875101435353535,68.04663823333333,418.0,orange
26.875101435353535,68.04664565656566,418.0,orange
26.875101435353535,68.04665307979798,418.0,orange
26.875101435353535,68.0466605030303,418.0,orange
26.875101435353535,68.04666792626263,418.0,orange
26.875101435353535,68.04667534949495,418.0,orange
26.875101435353535,68.04668277272727,418.0,orange
26.875101435353535,68.0466901959596,418.0,orange
26.875101435353535,68.04669761919192,418.0,orange
26.875101435353535,68.04670504242424,418.0,orange
26.875101435353535,68.04671246565657,418.0,orange
26.875108427272725,68.04655657777778,441.0,orange
26.875108427272725,68.0465640010101,441.0,orange
26.875108427272725,68.04657142424242,441.0,orange
26.875108427272725,68.04657884747475,441.0,orange
26.875108427272725,68.04658627070707,441.0,orange
26.875108427272725,68.04659369393939,441.0,orange
26.875108427272725,68.04660111717172,441.0,orange
26.875108427272725,68.04660854040404,441.0,orange
26.875108427272725,68.04661596363636,441.0,orange
26.875108427272725,68.04662338686869,441.0,orange
26.875108427272725,68.04663081010101,441.0,orange
26.875108427272725,68.04663823333333,418.0,orange
26.875108427272725,68.04664565656566,418.0,orange
26.875108427272725,68.04665307979798,418.0,orange
26.875108427272725,68.0466605030303,418.0,orange
26.875108427272725,68.04666792626263,418.0,orange
26.875108427272725,68.04667534949495,418.0,orange
26.875108427272725,68.04668277272727,418.0,orange
26.875108427272725,68.0466901959596,418.0,orange
26.875108427272725,68.04669761919192,418.0,orange
26.875108427272725,68.04670504242424,418.0,orange
26.875108427272725,68.04671246565657,418.0,orange
26.875108427272725,68.04671988888889,418.0,orange
26.875115419191918,68.04654915454545,441.0,orange
26.875115419191918,68.04655657777778,441.0,orange
26.875115419191918,68.0465640010101,441.0,orange
26.875115419191918,68.04657142424242,441.0,orange
26.875115419191918,68.04657884747475,441.0,orange
26.875115419191918,68.04658627070707,441.0,orange
26.875115419191918,68.04659369393939,441.0,orange
26.875115419191918,68.04660111717172,441.0,orange
26.875115419191918,68.04660854040404,441.0,orange
26.875115419191918,68.04661596363636,441.0,orange
26.875115419191918,68.04662338686869,441.0,orange
26.875115419191918,68.04663081010101,418.0,orange
26.875115419191918,68.04663823333333,418.0,orange
26.875115419191918,68.04664565656566,418.0,orange
26.875115419191918,68.04665307979798,418.0,orange
26.875115419191918,68.0466605030303,418.0,orange
26.875115419191918,68.04666792626263,418.0,orange
26.875115419191918,68.04667534949495,418.0,orange
26.875115419191918,68.04668277272727,418.0,orange
26.875115419191918,68.0466901959596,418.0,orange
26.875115419191918,68.04669761919192,418.0,orange
26.875115419191918,68.04670504242424,418.0,orange
26.875115419191918,68.04671246565657,418.0,orange
26.875115419191918,68.04671988888889,418.0,orange
26.875115419191918,68.0467273121212,418.0,orange
26.87512241111111,68.04654915454545,441.0,orange
26.87512241111111,68.04655657777778,441.0,orange
26.87512241111111,68.0465640010101,441.0,orange
26.87512241111111,68.04657142424242,441.0,orange
26.87512241111111,68.04657884747475,441.0,orange
26.87512241111111,68.04658627070707,441.0,orange
26.87512241111111,68.04659369393939,441.0,orange
26.87512241111111,68.04660111717172,441.0,orange
26.87512241111111,68.04660854040404,441.0,orange
26.87512241111111,68.04661596363636,441.0,orange
26.87512241111111,68.04662338686869,441.0,orange
26.87512241111111,68.04663081010101,418.0,orange
26.87512241111111,68.04663823333333,418.0,orange
26.87512241111111,68.04664565656566,418.0,orange
26.87512241111111,68.04665307979798,418.0,orange
26.87512241111111,68.0466605030303,418.0,orange
26.87512241111111,68.04666792626263,418.0,orange
26.87512241111111,68.04667534949495,418.0,orange
26.87512241111111,68.04668277272727,418.0,orange
26.87512241111111,68.0466901959596,418.0,orange
26.87512241111111,68.04669761919192,418.0,orange
26.87512241111111,68.04670504242424,418.0,orange
26.87512241111111,68.04671246565657,418.0,orange
26.87512241111111,68.04671988888889,418.0,orange
26.87512241111111,68.0467273121212,418.0,orange
26.87512241111111,68.04673473535354,418.0,orange
26.8751294030303,68.04654173131313,441.0,orange
26.8751294030303,68.04654915454545,441.0,orange
26.8751294030303,68.04655657777778,441.0,orange
26.8751294030303,68.0465640010101,441.0,orange
26.8751294030303,68.04657142424242,441.0,orange
26.8751294030303,68.04657884747475,441.0,orange
26.8751294030303,68.04658627070707,441.0,orange
26.8751294030303,68.04659369393939,441.0,orange
26.8751294030303,68.04660111717172,441.0,orange
26.8751294030303,68.04660854040404,441.0,orange
26.8751294030303,68.04661596363636,441.0,orange
26.8751294030303,68.04662338686869,441.0,orange
26.8751294030303,68.04663081010101,418.0,orange
26.8751294030303,68.04663823333333,418.0,orange
26.8751294030303,68.04664565656566,418.0,orange
26.8751294030303,68.04665307979798,418.0,orange
26.8751294030303,68.0466605030303,418.0,orange
26.8751294030303,68.04666792626263,418.0,orange
26.8751294030303,68.04667534949495,418.0,orange
26.8751294030303,68.04668277272727,418.0,orange
26.8751294030303,68.0466901959596,418.0,orange
26.8751294030303,68.04669761919192,418.0,orange
26.8751294030303,68.04670504242424,418.0,orange
26.8751294030303,68.04671246565657,418.0,orange
26.8751294030303,68.04671988888889,418.0,orange
26.8751294030303,68.0467273121212,418.0,orange
26.8751294030303,68.04673473535354,418.0,orange
26.8751294030303,68.04674215858586,418.0,orange
26.875136394949493,68.04653430808081,441.0,orange
26.875136394949493,68.04654173131313,441.0,orange
26.875136394949493,68.04654915454545,441.0,orange
26.875136394949493,68.04655657777778,441.0,orange
26.875136394949493,68.0465640010101,441.0,orange
26.875136394949493,68.04657142424242,441.0,orange
26.875136394949493,68.04657884747475,441.0,orange
26.875136394949493,68.04658627070707,441.0,orange
