latitude,longitude,potassium,color
26.87505249191919,68.04659369393939,94.0,orange
26.87505249191919,68.04660111717172,94.0,orange
26.87505249191919,68.04660854040404,94.0,orange
26.87505948383838,68.04659369393939,94.0,orange
26.87505948383838,68.04660111717172,94.0,orange
26.87505948383838,68.04660854040404,94.0,orange
26.87505948383838,68.04661596363636,94.0,orange
26.87505948383838,68.04662338686869,94.0,orange
26.87505948383838,68.04663081010101,94.0,orange
26.875066475757574,68.04658627070707,94.0,orange
26.875066475757574,68.04659369393939,94.0,orange
26.875066475757574,68.04660111717172,94.0,orange
26.875066475757574,68.04660854040404,94.0,orange
26.875066475757574,68.04661596363636,94.0,orange
26.875066475757574,68.04662338686869,94.0,orange
26.875066475757574,68.04663081010101,94.0,orange
26.875066475757574,68.04663823333333,94.0,orange
26.875066475757574,68.04664565656566,94.0,orange
26.875073467676767,68.04657884747475,94.0,orange
26.875073467676767,68.04658627070707,94.0,orange
26.875073467676767,68.04659369393939,94.0,orange
26.875073467676767,68.04660111717172,94.0,orange
26.875073467676767,68.04660854040404,94.0,orange
26.875073467676767,68.04661596363636,94.0,orange
26.875073467676767,68.04662338686869,94.0,orange
26.875073467676767,68.04663081010101,94.0,orange
26.875073467676767,68.04663823333333,94.0,orange
26.875073467676767,68.04664565656566,94.0,orange
26.875073467676767,68.04665307979798,90.0,orange
26.875073467676767,68.0466605030303,90.0,orange
26.875073467676767,68.04666792626263,90.0,orange
26.87508045959596,68.04657884747475,94.0,orange
26.87508045959596,68.04658627070707,94.0,orange
26.87508045959596,68.04659369393939,94.0,orange
26.87508045959596,68.04660111717172,94.0,orange
26.87508045959596,68.04660854040404,94.0,orange
26.87508045959596,68.04661596363636,94.0,orange
26.87508045959596,68.04662338686869,94.0,orange
26.87508045959596,68.04663081010101,94.0,orange
26.87508045959596,68.04663823333333,94.0,orange
26.87508045959596,68.04664565656566,90.0,orange
26.87508045959596,68.04665307979798,90.0,orange
26.87508045959596,68.0466605030303,90.0,orange
26.87508045959596,68.04666792626263,90.0,orange
26.87508045959596,68.04667534949495,90.0,orange
26.87508045959596,68.04668277272727,90.0,orange
26.87508745151515,68.04657142424242,94.0,orange
26.87508745151515,68.04657884747475,94.0,orange
26.87508745151515,68.04658627070707,94.0,orange
26.87508745151515,68.04659369393939,94.0,orange
