latitude,longitude,phosphor,color
26.87505249191919,68.04659369393939,37.0,blue
26.87505249191919,68.04660111717172,37.0,blue
26.87505249191919,68.04660854040404,37.0,blue
26.87505948383838,68.04659369393939,37.0,blue
26.87505948383838,68.04660111717172,37.0,blue
26.87505948383838,68.04660854040404,37.0,blue
26.87505948383838,68.04661596363636,37.0,blue
26.87505948383838,68.04662338686869,37.0,blue
26.87505948383838,68.04663081010101,37.0,blue
26.875066475757574,68.04658627070707,37.0,blue
26.875066475757574,68.04659369393939,37.0,blue
26.875066475757574,68.04660111717172,37.0,blue
26.875066475757574,68.04660854040404,37.0,blue
26.875066475757574,68.04661596363636,37.0,blue
26.875066475757574,68.04662338686869,37.0,blue
26.875066475757574,68.04663081010101,37.0,blue
26.875066475757574,68.04663823333333,37.0,blue
26.875066475757574,68.04664565656566,37.0,blue
26.875073467676767,68.04657884747475,37.0,blue
26.875073467676767,68.04658627070707,37.0,blue
26.875073467676767,68.04659369393939,37.0,blue
26.875073467676767,68.04660111717172,37.0,blue
26.875073467676767,68.04660854040404,37.0,blue
26.875073467676767,68.04661596363636,37.0,blue
26.875073467676767,68.04662338686869,37.0,blue
26.875073467676767,68.04663081010101,37.0,blue
26.875073467676767,68.04663823333333,37.0,blue
26.875073467676767,68.04664565656566,37.0,blue
26.875073467676767,68.04665307979798,36.0,blue
26.875073467676767,68.0466605030303,36.0,blue
26.875073467676767,68.04666792626263,36.0,blue
26.87508045959596,68.04657884747475,37.0,blue
26.87508045959596,68.04658627070707,37.0,blue
26.87508045959596,68.04659369393939,37.0,blue
26.87508045959596,68.04660111717172,37.0,blue
26.87508045959596,68.04660854040404,37.0,blue
26.87508045959596,68.04661596363636,37.0,blue
26.87508045959596,68.04662338686869,37.0,blue
26.87508045959596,68.04663081010101,37.0,blue
26.87508045959596,68.04663823333333,37.0,blue
26.87508045959596,68.04664565656566,36.0,blue
26.87508045959596,68.04665307979798,36.0,blue
26.87508045959596,68.0466605030303,36.0,blue
