latitude,longitude,phosphor,color
26.868407105050505,68.03339767272726,35.0,blue
26.868407105050505,68.03342254545454,35.0,blue
26.86844421010101,68.03339767272726,35.0,blue
26.86844421010101,68.03342254545454,35.0,blue
26.86844421010101,68.03344741818181,35.0,blue
26.86844421010101,68.03347229090909,35.0,blue
26.868481315151513,68.03339767272726,35.0,blue
26.868481315151513,68.03342254545454,35.0,blue
26.868481315151513,68.03344741818181,35.0,blue
26.868481315151513,68.03347229090909,35.0,blue
26.868481315151513,68.03349716363635,35.0,blue
26.868481315151513,68.03352203636364,35.0,blue
26.86851842020202,68.03339767272726,35.0,blue
26.86851842020202,68.03342254545454,35.0,blue
26.86851842020202,68.03344741818181,35.0,blue
26.86851842020202,68.03347229090909,35.0,blue
26.86851842020202,68.03349716363635,35.0,blue
26.86851842020202,68.03352203636364,35.0,blue
26.86851842020202,68.0335469090909,35.0,blue
26.86851842020202,68.03357178181818,35.0,blue
26.868555525252525,68.03339767272726,35.0,blue
26.868555525252525,68.03342254545454,35.0,blue
26.868555525252525,68.03344741818181,35.0,blue
26.868555525252525,68.03347229090909,35.0,blue
26.868555525252525,68.03349716363635,35.0,blue
26.868555525252525,68.03352203636364,35.0,blue
26.868555525252525,68.0335469090909,35.0,blue
26.868555525252525,68.03357178181818,35.0,blue
26.868555525252525,68.03359665454545,35.0,blue
26.868555525252525,68.03362152727273,35.0,blue
26.86859263030303,68.03339767272726,31.0,blue
26.86859263030303,68.03342254545454,31.0,blue
26.86859263030303,68.03344741818181,31.0,blue
26.86859263030303,68.03347229090909,31.0,blue
26.86859263030303,68.03349716363635,31.0,blue
26.86859263030303,68.03352203636364,31.0,blue
26.86859263030303,68.0335469090909,31.0,blue
26.86859263030303,68.03357178181818,31.0,blue
26.86859263030303,68.03359665454545,31.0,blue
26.86859263030303,68.03362152727273,31.0,blue
26.86859263030303,68.0336464,31.0,blue
26.868629735353533,68.03339767272726,31.0,blue
26.868629735353533,68.03342254545454,31.0,blue
26.868629735353533,68.03344741818181,31.0,blue
26.868629735353533,68.03347229090909,31.0,blue
26.868629735353533,68.03349716363635,31.0,blue
26.868629735353533,68.03352203636364,31.0,blue
26.868629735353533,68.0335469090909,31.0,blue
26.868629735353533,68.03357178181818,31.0,blue
26.868629735353533,68.03359665454545,31.0,blue
26.868629735353533,68.03362152727273,31.0,blue
26.868629735353533,68.0336464,31.0,blue
26.868629735353533,68.03367127272726,31.0,blue
26.868629735353533,68.03369614545454,31.0,blue
26.86866684040404,68.03339767272726,31.0,blue
26.86866684040404,68.03342254545454,31.0,blue
26.86866684040404,68.03344741818181,31.0,blue
26.86866684040404,68.03347229090909,31.0,blue
26.86866684040404,68.03349716363635,31.0,blue
26.86866684040404,68.03352203636364,31.0,blue
26.86866684040404,68.0335469090909,31.0,blue
26.86866684040404,68.03357178181818,31.0,blue
26.86866684040404,68.03359665454545,31.0,blue
26.86866684040404,68.03362152727273,31.0,blue
26.86866684040404,68.0336464,31.0,blue
26.86866684040404,68.03367127272726,31.0,blue
26.86866684040404,68.03369614545454,31.0,blue
26.86866684040404,68.03372101818181,31.0,blue
26.86866684040404,68.03374589090909,31.0,blue
26.868703945454545,68.03339767272726,31.0,blue
26.868703945454545,68.03342254545454,31.0,blue
26.868703945454545,68.03344741818181,31.0,blue
26.868703945454545,68.03347229090909,31.0,blue
26.868703945454545,68.03349716363635,31.0,blue
26.868703945454545,68.03352203636364,31.0,blue
26.868703945454545,68.0335469090909,31.0,blue
26.868703945454545,68.03357178181818,31.0,blue
26.868703945454545,68.03359665454545,31.0,blue
26.868703945454545,68.03362152727273,31.0,blue
26.868703945454545,68.0336464,31.0,blue
26.868703945454545,68.03367127272726,31.0,blue
26.868703945454545,68.03369614545454,31.0,blue
26.868703945454545,68.03372101818181,31.0,blue
26.868703945454545,68.03374589090909,31.0,blue
26.868703945454545,68.03377076363635,31.0,blue
26.868703945454545,68.03379563636364,31.0,blue
26.86874105050505,68.03339767272726,31.0,blue
26.86874105050505,68.03342254545454,31.0,blue
26.86874105050505,68.03344741818181,31.0,blue
26.86874105050505,68.03347229090909,31.0,blue
26.86874105050505,68.03349716363635,31.0,blue
26.86874105050505,68.03352203636364,31.0,blue
26.86874105050505,68.0335469090909,31.0,blue
26.86874105050505,68.03357178181818,31.0,blue
26.86874105050505,68.03359665454545,31.0,blue
26.86874105050505,68.03362152727273,31.0,blue
26.86874105050505,68.0336464,31.0,blue
26.86874105050505,68.03367127272726,31.0,blue
26.86874105050505,68.03369614545454,31.0,blue
26.86874105050505,68.03372101818181,31.0,blue
26.86874105050505,68.03374589090909,31.0,blue
26.86874105050505,68.03377076363635,31.0,blue
26.86874105050505,68.03379563636364,31.0,blue
26.86874105050505,68.0338205090909,31.0,blue
26.86874105050505,68.03384538181818,31.0,blue
26.868778155555553,68.03339767272726,31.0,blue
26.868778155555553,68.03342254545454,31.0,blue
26.868778155555553,68.03344741818181,31.0,blue
26.868778155555553,68.03347229090909,31.0,blue
26.868778155555553,68.03349716363635,31.0,blue
26.868778155555553,68.03352203636364,31.0,blue
26.868778155555553,68.0335469090909,31.0,blue
26.868778155555553,68.03357178181818,31.0,blue
26.868778155555553,68.03359665454545,31.0,blue
26.868778155555553,68.03362152727273,31.0,blue
