latitude,longitude,potassium,color
26.868407105050505,68.03339767272726,88.0,orange
26.868407105050505,68.03342254545454,88.0,orange
26.86844421010101,68.03339767272726,88.0,orange
26.86844421010101,68.03342254545454,88.0,orange
26.86844421010101,68.03344741818181,88.0,orange
26.86844421010101,68.03347229090909,88.0,orange
26.868481315151513,68.03339767272726,88.0,orange
26.868481315151513,68.03342254545454,88.0,orange
26.868481315151513,68.03344741818181,88.0,orange
26.868481315151513,68.03347229090909,88.0,orange
26.868481315151513,68.03349716363635,88.0,orange
26.868481315151513,68.03352203636364,88.0,orange
26.86851842020202,68.03339767272726,88.0,orange
26.86851842020202,68.03342254545454,88.0,orange
26.86851842020202,68.03344741818181,88.0,orange
26.86851842020202,68.03347229090909,88.0,orange
26.86851842020202,68.03349716363635,88.0,orange
26.86851842020202,68.03352203636364,88.0,orange
26.86851842020202,68.0335469090909,88.0,orange
26.86851842020202,68.03357178181818,88.0,orange
26.868555525252525,68.03339767272726,88.0,orange
26.868555525252525,68.03342254545454,88.0,orange
26.868555525252525,68.03344741818181,88.0,orange
26.868555525252525,68.03347229090909,88.0,orange
26.868555525252525,68.03349716363635,88.0,orange
26.868555525252525,68.03352203636364,88.0,orange
26.868555525252525,68.0335469090909,88.0,orange
26.868555525252525,68.03357178181818,88.0,orange
26.868555525252525,68.03359665454545,88.0,orange
26.868555525252525,68.03362152727273,88.0,orange
26.86859263030303,68.03339767272726,78.0,peachpuff
26.86859263030303,68.03342254545454,78.0,peachpuff
26.86859263030303,68.03344741818181,78.0,peachpuff
26.86859263030303,68.03347229090909,78.0,peachpuff
26.86859263030303,68.03349716363635,78.0,peachpuff
26.86859263030303,68.03352203636364,78.0,peachpuff
26.86859263030303,68.0335469090909,78.0,peachpuff
26.86859263030303,68.03357178181818,78.0,peachpuff
26.86859263030303,68.03359665454545,78.0,peachpuff
26.86859263030303,68.03362152727273,78.0,peachpuff
26.86859263030303,68.0336464,78.0,peachpuff
26.868629735353533,68.03339767272726,78.0,peachpuff
26.868629735353533,68.03342254545454,78.0,peachpuff
26.868629735353533,68.03344741818181,78.0,peachpuff
26.868629735353533,68.03347229090909,78.0,peachpuff
26.868629735353533,68.03349716363635,78.0,peachpuff
26.868629735353533,68.03352203636364,78.0,peachpuff
26.868629735353533,68.0335469090909,78.0,peachpuff
26.868629735353533,68.03357178181818,78.0,peachpuff
26.868629735353533,68.03359665454545,78.0,peachpuff
26.868629735353533,68.03362152727273,78.0,peachpuff
26.868629735353533,68.0336464,78.0,peachpuff
26.868629735353533,68.03367127272726,78.0,peachpuff
26.868629735353533,68.03369614545454,78.0,peachpuff
26.86866684040404,68.03339767272726,78.0,peachpuff
26.86866684040404,68.03342254545454,78.0,peachpuff
26.86866684040404,68.03344741818181,78.0,peachpuff
26.86866684040404,68.03347229090909,78.0,peachpuff
26.86866684040404,68.03349716363635,78.0,peachpuff
26.86866684040404,68.03352203636364,78.0,peachpuff
26.86866684040404,68.0335469090909,78.0,peachpuff
26.86866684040404,68.03357178181818,78.0,peachpuff
26.86866684040404,68.03359665454545,78.0,peachpuff
26.86866684040404,68.03362152727273,78.0,peachpuff
26.86866684040404,68.0336464,78.0,peachpuff
26.86866684040404,68.03367127272726,78.0,peachpuff
26.86866684040404,68.03369614545454,78.0,peachpuff
26.86866684040404,68.03372101818181,78.0,peachpuff
26.86866684040404,68.03374589090909,78.0,peachpuff
26.868703945454545,68.03339767272726,78.0,peachpuff
26.868703945454545,68.03342254545454,78.0,peachpuff
26.868703945454545,68.03344741818181,78.0,peachpuff
26.868703945454545,68.03347229090909,78.0,peachpuff
26.868703945454545,68.03349716363635,78.0,peachpuff
26.868703945454545,68.03352203636364,78.0,peachpuff
26.868703945454545,68.0335469090909,78.0,peachpuff
26.868703945454545,68.03357178181818,78.0,peachpuff
26.868703945454545,68.03359665454545,78.0,peachpuff
26.868703945454545,68.03362152727273,78.0,peachpuff
26.868703945454545,68.0336464,78.0,peachpuff
26.868703945454545,68.03367127272726,78.0,peachpuff
26.868703945454545,68.03369614545454,78.0,peachpuff
26.868703945454545,68.03372101818181,78.0,peachpuff
26.868703945454545,68.03374589090909,78.0,peachpuff
26.868703945454545,68.03377076363635,78.0,peachpuff
26.868703945454545,68.03379563636364,78.0,peachpuff
26.86874105050505,68.03339767272726,78.0,peachpuff
26.86874105050505,68.03342254545454,78.0,peachpuff
26.86874105050505,68.03344741818181,78.0,peachpuff
26.86874105050505,68.03347229090909,78.0,peachpuff
26.86874105050505,68.03349716363635,78.0,peachpuff
26.86874105050505,68.03352203636364,78.0,peachpuff
26.86874105050505,68.0335469090909,78.0,peachpuff
26.86874105050505,68.03357178181818,78.0,peachpuff
26.86874105050505,68.03359665454545,78.0,peachpuff
26.86874105050505,68.03362152727273,78.0,peachpuff
26.86874105050505,68.0336464,78.0,peachpuff
26.86874105050505,68.03367127272726,78.0,peachpuff
26.86874105050505,68.03369614545454,78.0,peachpuff
26.86874105050505,68.03372101818181,78.0,peachpuff
26.86874105050505,68.03374589090909,78.0,peachpuff
26.86874105050505,68.03377076363635,78.0,peachpuff
26.86874105050505,68.03379563636364,78.0,peachpuff
26.86874105050505,68.0338205090909,78.0,peachpuff
26.86874105050505,68.03384538181818,78.0,peachpuff
26.868778155555553,68.03339767272726,78.0,peachpuff
26.868778155555553,68.03342254545454,78.0,peachpuff
26.868778155555553,68.03344741818181,78.0,peachpuff
26.868778155555553,68.03347229090909,78.0,peachpuff
26.868778155555553,68.03349716363635,78.0,peachpuff
26.868778155555553,68.03352203636364,78.0,peachpuff
26.868778155555553,68.0335469090909,78.0,peachpuff
26.868778155555553,68.03357178181818,78.0,peachpuff
26.868778155555553,68.03359665454545,78.0,peachpuff
26.868778155555553,68.03362152727273,78.0,peachpuff
26.868778155555553,68.0336464,78.0,peachpuff
26.868778155555553,68.03367127272726,78.0,peachpuff
26.868778155555553,68.03369614545454,78.0,peachpuff
26.868778155555553,68.03372101818181,78.0,peachpuff
26.868778155555553,68.03374589090909,78.0,peachpuff
26.868778155555553,68.03377076363635,78.0,peachpuff
26.868778155555553,68.03379563636364,78.0,peachpuff
26.868778155555553,68.0338205090909,78.0,peachpuff
26.868778155555553,68.03384538181818,78.0,peachpuff
26.868778155555553,68.03387025454545,78.0,peachpuff
26.868778155555553,68.03389512727273,78.0,peachpuff
26.86881526060606,68.03339767272726,78.0,peachpuff
26.86881526060606,68.03342254545454,78.0,peachpuff
26.86881526060606,68.03344741818181,78.0,peachpuff
26.86881526060606,68.03347229090909,78.0,peachpuff
26.86881526060606,68.03349716363635,78.0,peachpuff
26.86881526060606,68.03352203636364,78.0,peachpuff
26.86881526060606,68.0335469090909,78.0,peachpuff
26.86881526060606,68.03357178181818,78.0,peachpuff
26.86881526060606,68.03359665454545,78.0,peachpuff
26.86881526060606,68.03362152727273,78.0,peachpuff
26.86881526060606,68.0336464,78.0,peachpuff
26.86881526060606,68.03367127272726,78.0,peachpuff
26.86881526060606,68.03369614545454,78.0,peachpuff
26.86881526060606,68.03372101818181,78.0,peachpuff
26.86881526060606,68.03374589090909,78.0,peachpuff
26.86881526060606,68.03377076363635,78.0,peachpuff
26.86881526060606,68.03379563636364,78.0,peachpuff
26.86881526060606,68.0338205090909,78.0,peachpuff
26.86881526060606,68.03384538181818,78.0,peachpuff
26.86881526060606,68.03387025454545,78.0,peachpuff
26.86881526060606,68.03389512727273,78.0,peachpuff
26.86881526060606,68.03392,78.0,peachpuff
26.86881526060606,68.03394487272726,78.0,peachpuff
26.868852365656565,68.03339767272726,78.0,peachpuff
