latitude,longitude,conductivity,color
26.868407105050505,68.03339767272726,408.0,orange
26.868407105050505,68.03342254545454,408.0,orange
26.86844421010101,68.03339767272726,408.0,orange
26.86844421010101,68.03342254545454,408.0,orange
26.86844421010101,68.03344741818181,408.0,orange
26.86844421010101,68.03347229090909,408.0,orange
26.868481315151513,68.03339767272726,408.0,orange
26.868481315151513,68.03342254545454,408.0,orange
26.868481315151513,68.03344741818181,408.0,orange
26.868481315151513,68.03347229090909,408.0,orange
26.868481315151513,68.03349716363635,408.0,orange
26.868481315151513,68.03352203636364,408.0,orange
26.86851842020202,68.03339767272726,408.0,orange
26.86851842020202,68.03342254545454,408.0,orange
26.86851842020202,68.03344741818181,408.0,orange
26.86851842020202,68.03347229090909,408.0,orange
26.86851842020202,68.03349716363635,408.0,orange
26.86851842020202,68.03352203636364,408.0,orange
26.86851842020202,68.0335469090909,408.0,orange
26.86851842020202,68.03357178181818,408.0,orange
26.868555525252525,68.03339767272726,408.0,orange
26.868555525252525,68.03342254545454,408.0,orange
26.868555525252525,68.03344741818181,408.0,orange
26.868555525252525,68.03347229090909,408.0,orange
26.868555525252525,68.03349716363635,408.0,orange
26.868555525252525,68.03352203636364,408.0,orange
26.868555525252525,68.0335469090909,408.0,orange
26.868555525252525,68.03357178181818,408.0,orange
26.868555525252525,68.03359665454545,408.0,orange
26.868555525252525,68.03362152727273,408.0,orange
26.86859263030303,68.03339767272726,345.0,purple
26.86859263030303,68.03342254545454,345.0,purple
26.86859263030303,68.03344741818181,345.0,purple
26.86859263030303,68.03347229090909,345.0,purple
26.86859263030303,68.03349716363635,345.0,purple
26.86859263030303,68.03352203636364,345.0,purple
26.86859263030303,68.0335469090909,345.0,purple
26.86859263030303,68.03357178181818,345.0,purple
26.86859263030303,68.03359665454545,345.0,purple
26.86859263030303,68.03362152727273,345.0,purple
26.86859263030303,68.0336464,345.0,purple
26.868629735353533,68.03339767272726,345.0,purple
26.868629735353533,68.03342254545454,345.0,purple
26.868629735353533,68.03344741818181,345.0,purple
26.868629735353533,68.03347229090909,345.0,purple
26.868629735353533,68.03349716363635,345.0,purple
26.868629735353533,68.03352203636364,345.0,purple
26.868629735353533,68.0335469090909,345.0,purple
26.868629735353533,68.03357178181818,345.0,purple
26.868629735353533,68.03359665454545,345.0,purple
26.868629735353533,68.03362152727273,345.0,purple
26.868629735353533,68.0336464,345.0,purple
26.868629735353533,68.03367127272726,345.0,purple
26.868629735353533,68.03369614545454,345.0,purple
26.86866684040404,68.03339767272726,345.0,purple
26.86866684040404,68.03342254545454,345.0,purple
26.86866684040404,68.03344741818181,345.0,purple
26.86866684040404,68.03347229090909,345.0,purple
26.86866684040404,68.03349716363635,345.0,purple
26.86866684040404,68.03352203636364,345.0,purple
26.86866684040404,68.0335469090909,345.0,purple
26.86866684040404,68.03357178181818,345.0,purple
26.86866684040404,68.03359665454545,345.0,purple
26.86866684040404,68.03362152727273,345.0,purple
26.86866684040404,68.0336464,345.0,purple
26.86866684040404,68.03367127272726,345.0,purple
26.86866684040404,68.03369614545454,345.0,purple
26.86866684040404,68.03372101818181,345.0,purple
26.86866684040404,68.03374589090909,345.0,purple
26.868703945454545,68.03339767272726,345.0,purple
26.868703945454545,68.03342254545454,345.0,purple
26.868703945454545,68.03344741818181,345.0,purple
26.868703945454545,68.03347229090909,345.0,purple
26.868703945454545,68.03349716363635,345.0,purple
26.868703945454545,68.03352203636364,345.0,purple
26.868703945454545,68.0335469090909,345.0,purple
26.868703945454545,68.03357178181818,345.0,purple
26.868703945454545,68.03359665454545,345.0,purple
26.868703945454545,68.03362152727273,345.0,purple
26.868703945454545,68.0336464,345.0,purple
26.868703945454545,68.03367127272726,345.0,purple
26.868703945454545,68.03369614545454,345.0,purple
26.868703945454545,68.03372101818181,345.0,purple
26.868703945454545,68.03374589090909,345.0,purple
26.868703945454545,68.03377076363635,345.0,purple
26.868703945454545,68.03379563636364,345.0,purple
26.86874105050505,68.03339767272726,345.0,purple
26.86874105050505,68.03342254545454,345.0,purple
26.86874105050505,68.03344741818181,345.0,purple
26.86874105050505,68.03347229090909,345.0,purple
26.86874105050505,68.03349716363635,345.0,purple
26.86874105050505,68.03352203636364,345.0,purple
26.86874105050505,68.0335469090909,345.0,purple
26.86874105050505,68.03357178181818,345.0,purple
26.86874105050505,68.03359665454545,345.0,purple
26.86874105050505,68.03362152727273,345.0,purple
26.86874105050505,68.0336464,345.0,purple
26.86874105050505,68.03367127272726,345.0,purple
26.86874105050505,68.03369614545454,345.0,purple
26.86874105050505,68.03372101818181,345.0,purple
26.86874105050505,68.03374589090909,345.0,purple
26.86874105050505,68.03377076363635,345.0,purple
26.86874105050505,68.03379563636364,345.0,purple
26.86874105050505,68.0338205090909,345.0,purple
26.86874105050505,68.03384538181818,345.0,purple
26.868778155555553,68.03339767272726,345.0,purple
26.868778155555553,68.03342254545454,345.0,purple
26.868778155555553,68.03344741818181,345.0,purple
26.868778155555553,68.03347229090909,345.0,purple
26.868778155555553,68.03349716363635,345.0,purple
26.868778155555553,68.03352203636364,345.0,purple
26.868778155555553,68.0335469090909,345.0,purple
26.868778155555553,68.03357178181818,345.0,purple
26.868778155555553,68.03359665454545,345.0,purple
26.868778155555553,68.03362152727273,345.0,purple
26.868778155555553,68.0336464,345.0,purple
26.868778155555553,68.03367127272726,345.0,purple
26.868778155555553,68.03369614545454,345.0,purple
26.868778155555553,68.03372101818181,345.0,purple
26.868778155555553,68.03374589090909,345.0,purple
26.868778155555553,68.03377076363635,345.0,purple
26.868778155555553,68.03379563636364,345.0,purple
26.868778155555553,68.0338205090909,345.0,purple
26.868778155555553,68.03384538181818,345.0,purple
26.868778155555553,68.03387025454545,345.0,purple
26.868778155555553,68.03389512727273,345.0,purple
26.86881526060606,68.03339767272726,345.0,purple
26.86881526060606,68.03342254545454,345.0,purple
26.86881526060606,68.03344741818181,345.0,purple
26.86881526060606,68.03347229090909,345.0,purple
26.86881526060606,68.03349716363635,345.0,purple
26.86881526060606,68.03352203636364,345.0,purple
26.86881526060606,68.0335469090909,345.0,purple
26.86881526060606,68.03357178181818,345.0,purple
26.86881526060606,68.03359665454545,345.0,purple
26.86881526060606,68.03362152727273,345.0,purple
26.86881526060606,68.0336464,345.0,purple
26.86881526060606,68.03367127272726,345.0,purple
26.86881526060606,68.03369614545454,345.0,purple
26.86881526060606,68.03372101818181,345.0,purple
26.86881526060606,68.03374589090909,345.0,purple
26.86881526060606,68.03377076363635,345.0,purple
26.86881526060606,68.03379563636364,345.0,purple
26.86881526060606,68.0338205090909,345.0,purple
26.86881526060606,68.03384538181818,345.0,purple
26.86881526060606,68.03387025454545,345.0,purple
26.86881526060606,68.03389512727273,345.0,purple
26.86881526060606,68.03392,345.0,purple
26.86881526060606,68.03394487272726,345.0,purple
26.868852365656565,68.03339767272726,345.0,purple
26.868852365656565,68.03342254545454,345.0,purple
26.868852365656565,68.03344741818181,345.0,purple
26.868852365656565,68.03347229090909,345.0,purple
26.868852365656565,68.03349716363635,345.0,purple
26.868852365656565,68.03352203636364,345.0,purple
26.868852365656565,68.0335469090909,345.0,purple
26.868852365656565,68.03357178181818,345.0,purple
26.868852365656565,68.03359665454545,345.0,purple
26.868852365656565,68.03362152727273,345.0,purple
26.868852365656565,68.0336464,345.0,purple
26.868852365656565,68.03367127272726,345.0,purple
26.868852365656565,68.03369614545454,345.0,purple
26.868852365656565,68.03372101818181,345.0,purple
26.868852365656565,68.03374589090909,345.0,purple
26.868852365656565,68.03377076363635,345.0,purple
26.868852365656565,68.03379563636364,345.0,purple
26.868852365656565,68.0338205090909,345.0,purple
26.868852365656565,68.03384538181818,345.0,purple
26.868852365656565,68.03387025454545,345.0,purple
26.868852365656565,68.03389512727273,345.0,purple
26.868852365656565,68.03392,345.0,purple
26.868852365656565,68.03394487272726,345.0,purple
26.868852365656565,68.03396974545454,345.0,purple
26.868852365656565,68.03399461818181,345.0,purple
26.86888947070707,68.03339767272726,345.0,purple
26.86888947070707,68.03342254545454,345.0,purple
26.86888947070707,68.03344741818181,345.0,purple
26.86888947070707,68.03347229090909,345.0,purple
26.86888947070707,68.03349716363635,345.0,purple
26.86888947070707,68.03352203636364,345.0,purple
26.86888947070707,68.0335469090909,345.0,purple
26.86888947070707,68.03357178181818,345.0,purple
26.86888947070707,68.03359665454545,345.0,purple
26.86888947070707,68.03362152727273,345.0,purple
26.86888947070707,68.0336464,345.0,purple
26.86888947070707,68.03367127272726,345.0,purple
26.86888947070707,68.03369614545454,345.0,purple
26.86888947070707,68.03372101818181,345.0,purple
26.86888947070707,68.03374589090909,345.0,purple
26.86888947070707,68.03377076363635,345.0,purple
26.86888947070707,68.03379563636364,345.0,purple
26.86888947070707,68.0338205090909,345.0,purple
26.86888947070707,68.03384538181818,345.0,purple
26.86888947070707,68.03387025454545,345.0,purple
26.86888947070707,68.03389512727273,345.0,purple
