latitude,longitude,nitrogen,color
26.868407105050505,68.03339767272726,26.0,green
26.868407105050505,68.03342254545454,26.0,green
26.86844421010101,68.03339767272726,26.0,green
26.86844421010101,68.03342254545454,26.0,green
26.86844421010101,68.03344741818181,26.0,green
26.86844421010101,68.03347229090909,26.0,green
26.868481315151513,68.03339767272726,26.0,green
26.868481315151513,68.03342254545454,26.0,green
26.868481315151513,68.03344741818181,26.0,green
26.868481315151513,68.03347229090909,26.0,green
26.868481315151513,68.03349716363635,26.0,green
26.868481315151513,68.03352203636364,26.0,green
26.86851842020202,68.03339767272726,26.0,green
26.86851842020202,68.03342254545454,26.0,green
26.86851842020202,68.03344741818181,26.0,green
26.86851842020202,68.03347229090909,26.0,green
26.86851842020202,68.03349716363635,26.0,green
26.86851842020202,68.03352203636364,26.0,green
26.86851842020202,68.0335469090909,26.0,green
26.86851842020202,68.03357178181818,26.0,green
26.868555525252525,68.03339767272726,26.0,green
26.868555525252525,68.03342254545454,26.0,green
26.868555525252525,68.03344741818181,26.0,green
26.868555525252525,68.03347229090909,26.0,green
26.868555525252525,68.03349716363635,26.0,green
26.868555525252525,68.03352203636364,26.0,green
26.868555525252525,68.0335469090909,26.0,green
26.868555525252525,68.03357178181818,26.0,green
26.868555525252525,68.03359665454545,26.0,green
26.868555525252525,68.03362152727273,26.0,green
26.86859263030303,68.03339767272726,23.0,green
26.86859263030303,68.03342254545454,23.0,green
26.86859263030303,68.03344741818181,23.0,green
26.86859263030303,68.03347229090909,23.0,green
26.86859263030303,68.03349716363635,23.0,green
26.86859263030303,68.03352203636364,23.0,green
26.86859263030303,68.0335469090909,23.0,green
26.86859263030303,68.03357178181818,23.0,green
26.86859263030303,68.03359665454545,23.0,green
26.86859263030303,68.03362152727273,23.0,green
26.86859263030303,68.0336464,23.0,green
26.868629735353533,68.03339767272726,23.0,green
26.868629735353533,68.03342254545454,23.0,green
26.868629735353533,68.03344741818181,23.0,green
26.868629735353533,68.03347229090909,23.0,green
26.868629735353533,68.03349716363635,23.0,green
26.868629735353533,68.03352203636364,23.0,green
26.868629735353533,68.0335469090909,23.0,green
26.868629735353533,68.03357178181818,23.0,green
26.868629735353533,68.03359665454545,23.0,green
26.868629735353533,68.03362152727273,23.0,green
26.868629735353533,68.0336464,23.0,green
26.868629735353533,68.03367127272726,23.0,green
26.868629735353533,68.03369614545454,23.0,green
26.86866684040404,68.03339767272726,23.0,green
26.86866684040404,68.03342254545454,23.0,green
26.86866684040404,68.03344741818181,23.0,green
26.86866684040404,68.03347229090909,23.0,green
26.86866684040404,68.03349716363635,23.0,green
26.86866684040404,68.03352203636364,23.0,green
