latitude,longitude,moisture,color
26.88373586767677,68.04707104040403,17.0,cyan
26.88373586767677,68.04708528080808,23.5,cyan
26.88373586767677,68.04709952121212,23.5,cyan
26.88373586767677,68.04711376161616,17.29999924,cyan
26.88373586767677,68.0471280020202,17.29999924,cyan
26.88373586767677,68.04714224242423,17.29999924,cyan
26.88373586767677,68.04715648282827,17.29999924,cyan
26.883744635353537,68.04707104040403,23.5,cyan
26.883744635353537,68.04708528080808,23.5,cyan
26.883744635353537,68.04709952121212,23.5,cyan
26.883744635353537,68.04711376161616,17.29999924,cyan
26.883744635353537,68.0471280020202,17.29999924,cyan
26.883744635353537,68.04714224242423,17.29999924,cyan
26.883744635353537,68.04715648282827,17.29999924,cyan
26.883744635353537,68.04717072323231,17.29999924,cyan
26.883753403030305,68.04707104040403,23.5,cyan
26.883753403030305,68.04708528080808,23.5,cyan
26.883753403030305,68.04709952121212,23.5,cyan
26.883753403030305,68.04711376161616,23.5,cyan
26.883753403030305,68.0471280020202,17.29999924,cyan
26.883753403030305,68.04714224242423,17.29999924,cyan
26.883753403030305,68.04715648282827,17.29999924,cyan
26.883753403030305,68.04717072323231,17.29999924,cyan
26.883753403030305,68.04718496363635,17.29999924,cyan
26.883762170707072,68.04708528080808,23.5,cyan
26.883762170707072,68.04709952121212,23.5,cyan
26.883762170707072,68.04711376161616,23.5,cyan
26.883762170707072,68.0471280020202,17.29999924,cyan
26.883762170707072,68.04714224242423,17.29999924,cyan
26.883762170707072,68.04715648282827,17.29999924,cyan
26.883762170707072,68.04717072323231,17.29999924,cyan
26.883762170707072,68.04718496363635,17.29999924,cyan
26.883762170707072,68.0471992040404,17.29999924,cyan
26.88377093838384,68.04709952121212,23.5,cyan
26.88377093838384,68.04711376161616,23.5,cyan
26.88377093838384,68.0471280020202,17.29999924,cyan
26.88377093838384,68.04714224242423,17.29999924,cyan
26.88377093838384,68.04715648282827,17.29999924,cyan
26.88377093838384,68.04717072323231,17.29999924,cyan
26.88377093838384,68.04718496363635,17.29999924,cyan
26.88377093838384,68.0471992040404,17.29999924,cyan
26.88377093838384,68.04721344444444,17.29999924,cyan
26.883779706060608,68.04711376161616,23.5,cyan
26.883779706060608,68.0471280020202,17.29999924,cyan
26.883779706060608,68.04714224242423,17.29999924,cyan
26.883779706060608,68.04715648282827,17.29999924,cyan
26.883779706060608,68.04717072323231,17.29999924,cyan
26.883779706060608,68.04718496363635,17.29999924,cyan
26.883779706060608,68.0471992040404,17.29999924,cyan
26.883779706060608,68.04721344444444,17.29999924,cyan
26.883779706060608,68.04722768484848,17.29999924,cyan
26.883779706060608,68.04724192525252,17.29999924,cyan
26.883788473737376,68.0471280020202,17.29999924,cyan
26.883788473737376,68.04714224242423,17.29999924,cyan
26.883788473737376,68.04715648282827,17.29999924,cyan
26.883788473737376,68.04717072323231,17.29999924,cyan
26.883788473737376,68.04718496363635,17.29999924,cyan
26.883788473737376,68.0471992040404,17.29999924,cyan
26.883788473737376,68.04721344444444,17.29999924,cyan
26.883788473737376,68.04722768484848,17.29999924,cyan
26.883788473737376,68.04724192525252,17.29999924,cyan
26.883788473737376,68.04725616565656,17.29999924,cyan
26.883797241414143,68.04714224242423,17.29999924,cyan
26.883797241414143,68.04715648282827,17.29999924,cyan
26.883797241414143,68.04717072323231,17.29999924,cyan
26.883797241414143,68.04718496363635,17.29999924,cyan
26.883797241414143,68.0471992040404,17.29999924,cyan
26.883797241414143,68.04721344444444,17.29999924,cyan
26.883797241414143,68.04722768484848,17.29999924,cyan
26.883797241414143,68.04724192525252,17.29999924,cyan
26.883797241414143,68.04725616565656,17.29999924,cyan
26.883797241414143,68.0472704060606,17.29999924,cyan
26.88380600909091,68.04715648282827,17.29999924,cyan
26.88380600909091,68.04717072323231,17.29999924,cyan
26.88380600909091,68.04718496363635,17.29999924,cyan
26.88380600909091,68.0471992040404,17.29999924,cyan
26.88380600909091,68.04721344444444,17.29999924,cyan
26.88380600909091,68.04722768484848,17.29999924,cyan
26.88380600909091,68.04724192525252,17.29999924,cyan
26.88380600909091,68.04725616565656,17.29999924,cyan
26.88380600909091,68.0472704060606,17.29999924,cyan
26.88380600909091,68.04728464646465,17.29999924,cyan
26.88381477676768,68.04717072323231,17.29999924,cyan
26.88381477676768,68.04718496363635,17.29999924,cyan
26.88381477676768,68.0471992040404,17.29999924,cyan
26.88381477676768,68.04721344444444,17.29999924,cyan
26.88381477676768,68.04722768484848,17.29999924,cyan
26.88381477676768,68.04724192525252,17.29999924,cyan
26.88381477676768,68.04725616565656,17.29999924,cyan
26.88381477676768,68.0472704060606,17.29999924,cyan
26.88381477676768,68.04728464646465,17.29999924,cyan
26.88381477676768,68.04729888686867,17.29999924,cyan
26.883823544444446,68.04718496363635,17.29999924,cyan
26.883823544444446,68.0471992040404,17.29999924,cyan
26.883823544444446,68.04721344444444,17.29999924,cyan
26.883823544444446,68.04722768484848,17.29999924,cyan
26.883823544444446,68.04724192525252,17.29999924,cyan
26.883823544444446,68.04725616565656,17.29999924,cyan
26.883823544444446,68.0472704060606,17.29999924,cyan
26.883823544444446,68.04728464646465,17.29999924,cyan
26.883823544444446,68.04729888686867,17.29999924,cyan
26.883823544444446,68.04731312727272,17.29999924,cyan
26.883832312121214,68.0471992040404,17.29999924,cyan
26.883832312121214,68.04721344444444,17.29999924,cyan
26.883832312121214,68.04722768484848,17.29999924,cyan
26.883832312121214,68.04724192525252,17.29999924,cyan
26.883832312121214,68.04725616565656,17.29999924,cyan
26.883832312121214,68.0472704060606,17.29999924,cyan
26.883832312121214,68.04728464646465,17.29999924,cyan
26.883832312121214,68.04729888686867,17.29999924,cyan
26.883832312121214,68.04731312727272,17.29999924,cyan
26.883832312121214,68.04732736767676,17.29999924,cyan
26.883841079797982,68.04721344444444,17.29999924,cyan
26.883841079797982,68.04722768484848,17.29999924,cyan
26.883841079797982,68.04724192525252,17.29999924,cyan
26.883841079797982,68.04725616565656,17.29999924,cyan
26.883841079797982,68.0472704060606,17.29999924,cyan
26.883841079797982,68.04728464646465,17.29999924,cyan
26.883841079797982,68.04729888686867,17.29999924,cyan
26.883841079797982,68.04731312727272,17.29999924,cyan
26.883841079797982,68.04732736767676,17.29999924,cyan
26.883841079797982,68.0473416080808,17.29999924,cyan
26.88384984747475,68.04722768484848,17.29999924,cyan
26.88384984747475,68.04724192525252,17.29999924,cyan
26.88384984747475,68.04725616565656,17.29999924,cyan
26.88384984747475,68.0472704060606,17.29999924,cyan
26.88384984747475,68.04728464646465,17.29999924,cyan
26.88384984747475,68.04729888686867,17.29999924,cyan
26.88384984747475,68.04731312727272,17.29999924,cyan
26.88384984747475,68.04732736767676,17.29999924,cyan
26.88384984747475,68.0473416080808,17.29999924,cyan
26.88384984747475,68.04735584848484,17.29999924,cyan
26.883858615151517,68.04724192525252,17.29999924,cyan
26.883858615151517,68.04725616565656,17.29999924,cyan
26.883858615151517,68.0472704060606,17.29999924,cyan
26.883858615151517,68.04728464646465,17.29999924,cyan
26.883858615151517,68.04729888686867,17.29999924,cyan
26.883858615151517,68.04731312727272,17.29999924,cyan
26.883858615151517,68.04732736767676,17.29999924,cyan
26.883858615151517,68.0473416080808,17.29999924,cyan
26.883858615151517,68.04735584848484,17.29999924,cyan
26.883858615151517,68.04737008888888,17.29999924,cyan
26.883867382828285,68.04725616565656,17.29999924,cyan
26.883867382828285,68.0472704060606,17.29999924,cyan
26.883867382828285,68.04728464646465,17.29999924,cyan
26.883867382828285,68.04729888686867,17.29999924,cyan
26.883867382828285,68.04731312727272,17.29999924,cyan
26.883867382828285,68.04732736767676,17.29999924,cyan
26.883867382828285,68.0473416080808,17.29999924,cyan
26.883867382828285,68.04735584848484,17.29999924,cyan
26.883867382828285,68.04737008888888,17.29999924,cyan
26.883867382828285,68.04738432929292,17.29999924,cyan
26.883876150505053,68.0472704060606,17.29999924,cyan
26.883876150505053,68.04728464646465,17.29999924,cyan
26.883876150505053,68.04729888686867,17.29999924,cyan
