latitude,longitude,potassium,color
26.88373586767677,68.04707104040403,81.0,peachpuff
26.88373586767677,68.04708528080808,83.0,peachpuff
26.88373586767677,68.04709952121212,83.0,peachpuff
26.88373586767677,68.04711376161616,66.0,peachpuff
26.88373586767677,68.0471280020202,66.0,peachpuff
26.88373586767677,68.04714224242423,66.0,peachpuff
26.88373586767677,68.04715648282827,66.0,peachpuff
26.883744635353537,68.04707104040403,83.0,peachpuff
26.883744635353537,68.04708528080808,83.0,peachpuff
26.883744635353537,68.04709952121212,83.0,peachpuff
26.883744635353537,68.04711376161616,66.0,peachpuff
26.883744635353537,68.0471280020202,66.0,peachpuff
26.883744635353537,68.04714224242423,66.0,peachpuff
26.883744635353537,68.04715648282827,66.0,peachpuff
26.883744635353537,68.04717072323231,66.0,peachpuff
26.883753403030305,68.04707104040403,83.0,peachpuff
26.883753403030305,68.04708528080808,83.0,peachpuff
26.883753403030305,68.04709952121212,83.0,peachpuff
26.883753403030305,68.04711376161616,83.0,peachpuff
26.883753403030305,68.0471280020202,66.0,peachpuff
26.883753403030305,68.04714224242423,66.0,peachpuff
26.883753403030305,68.04715648282827,66.0,peachpuff
26.883753403030305,68.04717072323231,66.0,peachpuff
26.883753403030305,68.04718496363635,66.0,peachpuff
26.883762170707072,68.04708528080808,83.0,peachpuff
26.883762170707072,68.04709952121212,83.0,peachpuff
26.883762170707072,68.04711376161616,83.0,peachpuff
26.883762170707072,68.0471280020202,66.0,peachpuff
26.883762170707072,68.04714224242423,66.0,peachpuff
26.883762170707072,68.04715648282827,66.0,peachpuff
26.883762170707072,68.04717072323231,66.0,peachpuff
26.883762170707072,68.04718496363635,66.0,peachpuff
26.883762170707072,68.0471992040404,66.0,peachpuff
26.88377093838384,68.04709952121212,83.0,peachpuff
26.88377093838384,68.04711376161616,83.0,peachpuff
26.88377093838384,68.0471280020202,66.0,peachpuff
26.88377093838384,68.04714224242423,66.0,peachpuff
26.88377093838384,68.04715648282827,66.0,peachpuff
26.88377093838384,68.04717072323231,66.0,peachpuff
26.88377093838384,68.04718496363635,66.0,peachpuff
26.88377093838384,68.0471992040404,66.0,peachpuff
26.88377093838384,68.04721344444444,66.0,peachpuff
26.883779706060608,68.04711376161616,83.0,peachpuff
26.883779706060608,68.0471280020202,66.0,peachpuff
26.883779706060608,68.04714224242423,66.0,peachpuff
26.883779706060608,68.04715648282827,66.0,peachpuff
26.883779706060608,68.04717072323231,66.0,peachpuff
26.883779706060608,68.04718496363635,66.0,peachpuff
26.883779706060608,68.0471992040404,66.0,peachpuff
26.883779706060608,68.04721344444444,66.0,peachpuff
