latitude,longitude,moisture,color
31.140119746464645,73.2063031,0.0,gray
31.140119746464645,73.20630691111111,0.0,gray
31.140119746464645,73.20631072222223,0.0,gray
31.140119746464645,73.20631453333334,0.0,gray
31.140119746464645,73.20631834444445,0.0,gray
31.140119746464645,73.20632215555555,0.0,gray
31.140119746464645,73.20632596666667,38.5,lightblue
31.140119746464645,73.20632977777778,38.5,lightblue
31.140119746464645,73.2063335888889,38.5,lightblue
31.140119746464645,73.20633740000001,38.5,lightblue
31.140119746464645,73.20634121111111,38.5,lightblue
31.140119746464645,73.20634502222222,38.5,lightblue
31.140119746464645,73.20634883333334,38.5,lightblue
31.140119746464645,73.20635264444445,38.5,lightblue
31.140119746464645,73.20635645555556,38.5,lightblue
31.140119746464645,73.20636026666668,38.5,lightblue
31.140119746464645,73.20636407777778,38.5,lightblue
31.140119746464645,73.20636788888889,38.5,lightblue
31.140157792929294,73.20626117777778,0.0,gray
31.140157792929294,73.20626498888889,0.0,gray
31.140157792929294,73.2062688,76.40000153,blue
31.140157792929294,73.20627261111112,76.40000153,blue
31.140157792929294,73.20627642222223,76.40000153,blue
31.140157792929294,73.20628023333333,76.40000153,blue
31.140157792929294,73.20628404444444,76.40000153,blue
31.140157792929294,73.20628785555556,76.40000153,blue
31.140157792929294,73.20629166666667,76.40000153,blue
31.140157792929294,73.20629547777779,76.40000153,blue
31.140157792929294,73.20629928888889,76.40000153,blue
31.140157792929294,73.2063031,76.40000153,blue
31.140157792929294,73.20630691111111,76.40000153,blue
31.140157792929294,73.20631072222223,76.40000153,blue
31.140157792929294,73.20631453333334,76.40000153,blue
31.140157792929294,73.20631834444445,76.40000153,blue
31.140157792929294,73.20632215555555,76.40000153,blue
31.140157792929294,73.20632596666667,76.40000153,blue
31.140157792929294,73.20632977777778,76.40000153,blue
31.140157792929294,73.2063335888889,76.40000153,blue
31.140157792929294,73.20633740000001,17.20000076,cyan
31.140157792929294,73.20634121111111,17.20000076,cyan
